level,word,meaning,category
英検準2級,primary,主な,形容詞
英検準2級,principle,原則,準二級重要語
英検準2級,process,過程,準二級重要語
英検準2級,product,製品,準二級重要語
英検準2級,professional,専門職の,仕事
英検準2級,progress,進歩,社会
英検準2級,prohibit,禁止する,社会
英検準2級,promote,促進する,準二級重要語
英検準2級,proper,適切な,形容詞
英検準2級,proposal,提案,仕事
英検準2級,provide,提供する,準二級重要語
英検準2級,purchase,購入する,生活
英検準2級,quality,質,準二級重要語
英検準2級,quantity,量,数量
英検準2級,react,反応する,動作
英検準2級,recognize,認識する,準二級重要語
英検準2級,recommend,勧める,準二級重要語
英検準2級,reduce,減らす,準二級重要語
英検準2級,reflect,反映する,思考
英検準2級,region,地域,準二級重要語
英検準2級,regulation,規制,準二級重要語
英検準2級,relationship,関係,準二級重要語
英検準2級,relative,親類,人
英検準2級,reliable,信頼できる,準二級重要語
英検準2級,replace,取り替える,準二級重要語
英検準2級,represent,代表する,社会
英検準2級,require,必要とする,準二級重要語
英検準2級,research,研究,学習
英検準2級,resident,住民,社会
英検準2級,resource,資源,準二級重要語
英検準2級,responsibility,責任,社会
英検準2級,responsible,責任がある,準二級重要語
英検準2級,restrict,制限する,社会
英検準2級,result,結果,準二級重要語
英検準2級,retire,退職する,仕事
英検準2級,revise,修正する,学習
英検準2級,rural,田舎の,社会
英検準2級,security,安全保障,準二級重要語
英検準2級,significant,重要な,準二級重要語
英検準2級,similarity,類似点,学習
英検準2級,situation,状況,準二級重要語
英検準2級,social,社会の,準二級重要語
英検準2級,solution,解決策,準二級重要語
英検準2級,source,源,情報
英検準2級,specific,具体的な,準二級重要語
英検準2級,standard,基準,準二級重要語
英検準2級,statistic,統計,数量
英検準2級,strategy,戦略,準二級重要語
英検準2級,structure,構造,準二級重要語
英検準2級,suitable,適した,形容詞
英検準2級,supply,供給,仕事
英検準2級,surface,表面,科学
英検準2級,survey,調査,学習
英検準2級,sustainable,持続可能な,準二級重要語
英検準2級,technology,技術,準二級重要語
英検準2級,temporary,一時的な,時間
英検準2級,theory,理論,学習
英検準2級,therefore,したがって,準二級重要語
英検準2級,threat,脅威,準二級重要語
英検準2級,transportation,交通,準二級重要語
英検準2級,treatment,治療,健康
英検準2級,trend,傾向,準二級重要語
英検準2級,typical,典型的な,形容詞
英検準2級,urban,都市の,準二級重要語
英検準2級,variety,多様性,生活
英検準2級,various,さまざまな,準二級重要語
英検準2級,vehicle,乗り物,準二級重要語
英検準2級,voluntary,自発的な,社会
英検準2級,welfare,福祉,社会
英検準2級,whereas,一方で,接続詞
英検準2級,witness,目撃者,社会
英検2級,abandon,放棄する,二級頻出語
英検2級,abroad,海外へ,二級頻出語
英検2級,abstract,抽象的な,二級頻出語
英検2級,accompany,同行する,二級頻出語
英検2級,accomplish,成し遂げる,二級頻出語
英検2級,accuse,非難する,二級頻出語
英検2級,achieve,達成する,教育
英検2級,adapt,適応する,二級頻出語
英検2級,administration,管理,二級頻出語
英検2級,adopt,採用する,二級頻出語
英検2級,advance,進歩,二級頻出語
英検2級,advantage,利点,論理
英検2級,advertisement,広告,ビジネス
英検2級,agency,機関,二級頻出語
英検2級,agree,同意する,論理
英検2級,allow,許す,社会
英検2級,amount,量,日常
英検2級,analyze,分析する,二級頻出語
英検2級,ancient,古代の,文化
英検2級,animal,動物,環境
英検2級,appear,現れる,日常
英検2級,appropriate,適切な,二級頻出語
英検2級,argument,主張,論理
英検2級,art,芸術,文化
英検2級,artificial,人工の,二級頻出語
英検2級,assign,割り当てる,二級頻出語
英検2級,assumption,仮定,二級頻出語
英検2級,attempt,試み,二級頻出語
英検2級,attitude,態度,社会
英検2級,average,平均,数学
英検2級,avoid,避ける,日常
英検2級,behavior,行動,社会
英検2級,benefit,利益,社会
英検2級,biodiversity,生物多様性,二級頻出語
英検2級,budget,予算,経済
英検2級,capable,能力がある,二級頻出語
英検2級,career,職業,教育
英検2級,cause,原因,論理
英検2級,challenge,課題,社会
英検2級,characteristic,特徴,二級頻出語
英検2級,charity,慈善,社会
英検2級,choice,選択,日常
英検2級,circumstance,状況,二級頻出語
英検2級,citizen,市民,社会
英検2級,claim,主張する,二級頻出語
英検2級,climate,気候,環境
英検2級,commit,約束する,二級頻出語
英検2級,communication,意思疎通,社会
英検2級,community,地域社会,社会
英検2級,company,会社,ビジネス
英検2級,compare,比較する,論理
英検2級,compound,化合物,二級頻出語
英検2級,concentration,集中,二級頻出語
英検2級,concrete,具体的な,二級頻出語
英検2級,conduct,行う,二級頻出語
英検2級,connect,つなぐ,技術
英検2級,conservation,保護,二級頻出語
英検2級,consider,考慮する,論理
英検2級,constant,絶え間ない,二級頻出語
英検2級,constitute,構成する,二級頻出語
英検2級,construction,建設,二級頻出語
英検2級,contain,含む,科学
英検2級,continue,続ける,日常
英検2級,control,管理する,科学
英検2級,cost,費用,経済
英検2級,create,創造する,文化
英検2級,crime,犯罪,社会
英検2級,criticize,批判する,二級頻出語
英検2級,culture,文化,文化
英検2級,custom,習慣,文化
英検2級,customer,顧客,ビジネス
英検2級,damage,損害,環境
英検2級,data,データ,技術
英検2級,decade,10年間,二級頻出語
英検2級,decision,決定,日常
英検2級,define,定義する,二級頻出語
英検2級,degree,学位,教育
英検2級,demand,需要,経済
英検2級,depend,頼る,論理
英検2級,dependent,依存した,二級頻出語
英検2級,deposit,預金,二級頻出語
英検2級,describe,描写する,教育
英検2級,desert,砂漠,環境
英検2級,develop,発展する,社会
英検2級,device,装置,技術
英検2級,dimension,側面,二級頻出語
英検2級,disadvantage,不利な点,論理
英検2級,disagree,反対する,論理
英検2級,disaster,災害,災害
英検2級,discuss,議論する,教育
英検2級,disease,病気,医療
英検2級,diversity,多様性,二級頻出語
英検2級,donation,寄付,社会
英検2級,earthquake,地震,災害
英検2級,economy,経済,経済
英検2級,education,教育,教育
英検2級,effect,影響,論理
英検2級,effort,努力,日常
英検2級,elderly,高齢の,社会
英検2級,election,選挙,政治
英検2級,emergency,緊急事態,災害
英検2級,emission,排出,二級頻出語
英検2級,employee,従業員,ビジネス
英検2級,employment,雇用,経済
英検2級,energy,エネルギー,環境
英検2級,engage,従事する,二級頻出語
英検2級,enterprise,企業,二級頻出語
英検2級,entire,全体の,二級頻出語
英検2級,environment,環境,環境
英検2級,evidence,証拠,論理
英検2級,executive,幹部,二級頻出語
英検2級,exercise,運動,医療
英検2級,exist,存在する,論理
英検2級,experience,経験,教育
英検2級,experiment,実験,科学
英検2級,explain,説明する,教育
英検2級,failure,失敗,日常
英検2級,finance,金融,経済
英検2級,foreign,外国の,社会
英検2級,forest,森林,環境
英検2級,generation,世代,社会
英検2級,genetic,遺伝の,二級頻出語
英検2級,global,世界的な,社会
英検2級,goal,目標,教育
英検2級,government,政府,政治
英検2級,health,健康,医療
英検2級,hospital,病院,医療
英検2級,immigrant,移民,二級頻出語
英検2級,implement,実行する,二級頻出語
英検2級,improve,改善する,社会
英検2級,include,含む,論理
英検2級,income,収入,経済
英検2級,increase,増える,社会
英検2級,industry,産業,経済
英検2級,information,情報,技術
英検2級,infrastructure,基盤,二級頻出語
英検2級,international,国際的な,社会
英検2級,internet,インターネット,技術
英検2級,knowledge,知識,教育
英検2級,language,言語,教育
英検2級,law,法律,政治
英検2級,lead,導く,社会
英検2級,literature,文学,文化
英検2級,living,生活,社会
英検2級,local,地元の,社会
英検2級,machine,機械,技術
英検2級,manage,管理する,ビジネス
英検2級,market,市場,経済
英検2級,media,メディア,社会
英検2級,medical,医療の,医療
英検2級,medicine,薬,医療
英検2級,mental,精神の,医療
英検2級,method,方法,論理
英検2級,modern,現代の,文化
英検2級,native,生まれつきの,文化
英検2級,nature,自然,環境
英検2級,news,報道,社会
英検2級,nutrition,栄養,医療
英検2級,ocean,海洋,環境
英検2級,operate,操作する,技術
英検2級,opinion,意見,論理
英検2級,opportunity,機会,社会
英検2級,patient,患者,医療
英検2級,percent,パーセント,数学
英検2級,physical,身体の,医療
英検2級,plan,計画,日常
英検2級,plant,植物,環境
英検2級,policy,政策,政治
英検2級,pollution,汚染,環境
英検2級,population,人口,社会
英検2級,poverty,貧困,社会
英検2級,prefer,好む,日常
英検2級,prepare,準備する,日常
英検2級,prevent,防ぐ,医療
英検2級,price,価格,経済
英検2級,priority,優先事項,二級頻出語
英検2級,private,私的な,社会
英検2級,problem,問題,社会
英検2級,process,過程,論理
英検2級,produce,生産する,ビジネス
英検2級,product,製品,ビジネス
英検2級,profession,職業,ビジネス
英検2級,profit,利益,経済
英検2級,project,計画,ビジネス
英検2級,protect,保護する,環境
英検2級,provide,提供する,ビジネス
英検2級,public,公共の,社会
英検2級,quality,質,ビジネス
英検2級,quantity,量,科学
英検2級,rate,割合,数学
英検2級,reason,理由,論理
英検2級,receive,受け取る,日常
英検2級,recycle,再利用する,環境
英検2級,reduce,減らす,環境
英検2級,relationship,関係,社会
英検2級,remain,残る,論理
英検2級,renewable,再生可能な,環境
英検2級,repair,修理する,技術
英検2級,require,必要とする,社会
英検2級,rescue,救助する,災害
英検2級,research,研究,科学
英検2級,resource,資源,環境
英検2級,responsibility,責任,社会
英検2級,result,結果,論理
英検2級,rights,権利,社会
英検2級,river,川,環境
英検2級,rural,田舎の,社会
英検2級,safety,安全,社会
英検2級,scholarship,奨学金,教育
英検2級,science,科学,科学
英検2級,scientific,科学的な,二級頻出語
英検2級,scientist,科学者,科学
英検2級,service,サービス,ビジネス
英検2級,share,共有する,社会
英検2級,significant,重要な,二級頻出語
英検2級,skill,技能,教育
英検2級,society,社会,社会
英検2級,solar,太陽の,環境
英検2級,solution,解決策,社会
英検2級,species,種,環境
英検2級,spread,広がる,社会
英検2級,standard,基準,社会
英検2級,stress,ストレス,医療
英検2級,success,成功,日常
英検2級,suggest,提案する,論理
英検2級,supply,供給,経済
英検2級,support,支援する,社会
英検2級,sustainable,持続可能な,二級頻出語
英検2級,system,制度,社会
英検2級,tax,税金,経済
英検2級,technology,技術,技術
英検2級,trade,貿易,経済
英検2級,tradition,伝統,文化
英検2級,traffic,交通,社会
英検2級,training,訓練,教育
英検2級,transportation,交通機関,社会
英検2級,treatment,治療,医療
英検2級,university,大学,教育
英検2級,urban,都市の,社会
英検2級,value,価値,社会
英検2級,volunteer,ボランティア,社会
英検2級,waste,廃棄物,環境
英検2級,wealth,富,経済
英検2級,youth,若者,社会
英検1級,aberration,逸脱,一級頻出語
英検1級,abhor,ひどく嫌う,一級頻出語
英検1級,abstraction,抽象概念,評論
英検1級,accountability,説明責任,政治
英検1級,acquiesce,黙認する,一級頻出語
英検1級,admonish,忠告する,一級頻出語
英検1級,adversity,逆境,評論
英検1級,affluence,豊かさ,経済
英検1級,alleviate,軽減する,一級頻出語
英検1級,ambiguity,曖昧さ,評論
英検1級,ameliorate,改善する,一級頻出語
英検1級,amendment,修正条項,法律
英検1級,animosity,敵意,一級頻出語
英検1級,anomaly,異常,学術
英検1級,antagonize,敵対させる,一級頻出語
英検1級,apathy,無関心,一級頻出語
英検1級,appease,なだめる,一級頻出語
英検1級,apprehension,不安,心理
英検1級,arbitrary,任意の,一級頻出語
英検1級,arduous,困難な,一級頻出語
英検1級,ascertain,確かめる,一級頻出語
英検1級,assertion,主張,評論
英検1級,asymmetry,不均衡,評論
英検1級,atrocity,残虐行為,一級頻出語
英検1級,attain,達成する,評論
英検1級,augment,増やす,一級頻出語
英検1級,auspicious,幸先のよい,評論
英検1級,authoritarian,権威主義的な,政治
英検1級,autonomy,自律性,評論
英検1級,benchmark,基準,経済
英検1級,benevolent,慈悲深い,一級頻出語
英検1級,bewilder,当惑させる,一級頻出語
英検1級,bias,偏見,評論
英検1級,bilateral,二国間の,国際
英検1級,blatant,露骨な,一級頻出語
英検1級,bolster,強化する,一級頻出語
英検1級,bureaucracy,官僚制,政治
英検1級,calamity,災厄,時事
英検1級,circumvent,回避する,一級頻出語
英検1級,coalition,連立,政治
英検1級,coerce,強制する,一級頻出語
英検1級,coercion,強制,政治
英検1級,coherence,一貫性,評論
英検1級,cohesion,結束,社会
英検1級,compelling,説得力のある,評論
英検1級,complacency,自己満足,心理
英検1級,concession,譲歩,政治
英検1級,concur,同意する,一級頻出語
英検1級,concurrent,同時の,評論
英検1級,condemn,非難する,一級頻出語
英検1級,conjecture,推測,一級頻出語
英検1級,consensus,合意,政治
英検1級,consolidate,統合する,政治
英検1級,constituency,選挙区民,政治
英検1級,constraint,制約,政策
英検1級,contempt,軽蔑,一級頻出語
英検1級,contention,論争,評論
英検1級,contingency,不測事態,政策
英検1級,contradiction,矛盾,評論
英検1級,conventional,従来の,評論
英検1級,correlation,相関関係,学術
英検1級,corroborate,裏付ける,学術
英検1級,credence,信頼,評論
英検1級,credibility,信頼性,評論
英検1級,curb,抑える,一級頻出語
英検1級,curtail,抑制する,政策
英検1級,cynical,冷笑的な,一級頻出語
英検1級,daunting,気が遠くなる,一級頻出語
英検1級,deceptive,人を惑わす,一級頻出語
英検1級,deficiency,欠陥,学術
英検1級,deliberation,熟議,政治
英検1級,demographic,人口統計の,社会
英検1級,deprive,奪う,一級頻出語
英検1級,detrimental,有害な,一級頻出語
英検1級,deviation,逸脱,学術
英検1級,diminish,減少させる,評論
英検1級,discern,識別する,一級頻出語
英検1級,discourse,言説,評論
英検1級,discretion,裁量,法律
英検1級,disillusionment,幻滅,社会
英検1級,disparity,格差,社会
英検1級,displacement,移動,社会
英検1級,disrupt,混乱させる,一級頻出語
英検1級,disseminate,普及させる,時事
英検1級,distortion,ゆがみ,評論
英検1級,divergence,相違,評論
英検1級,diversification,多様化,経済
英検1級,divulge,漏らす,一級頻出語
英検1級,doctrine,教義,政治
英検1級,dominance,優位,政治
英検1級,ecological,生態学的な,環境
英検1級,elicit,引き出す,一級頻出語
英検1級,embargo,禁輸,国際
英検1級,emission,排出,環境
英検1級,empirical,経験的な,学術
英検1級,encroachment,侵害,法律
英検1級,endeavor,努力,評論
英検1級,endemic,特有の,社会
英検1級,entitlement,権利意識,社会
英検1級,entrench,定着させる,政治
英検1級,epidemic,流行病,医療
英検1級,equilibrium,均衡,経済
英検1級,equitable,公平な,社会
英検1級,eradicate,根絶する,政策
英検1級,erosion,侵食,環境
英検1級,escalate,激化する,時事
英検1級,ethics,倫理,評論
英検1級,exacerbate,悪化させる,一級頻出語
英検1級,exemplify,例証する,一級頻出語
英検1級,exonerate,無罪にする,一級頻出語
英検1級,expedite,早める,政策
英検1級,expenditure,支出,経済
英検1級,exploitation,搾取,社会
英検1級,feasibility,実現可能性,政策
英検1級,formidable,手ごわい,一級頻出語
英検1級,fragmentation,分断,社会
英検1級,framework,枠組み,評論
英検1級,futile,無益な,評論
英検1級,governance,統治,政治
英検1級,grievance,不満,政治
英検1級,hegemony,覇権,国際
英検1級,homogeneous,同質の,社会
英検1級,hypothesis,仮説,学術
英検1級,ideology,思想,政治
英検1級,impartial,公平な,法律
英検1級,impede,妨げる,一級頻出語
英検1級,imperative,不可欠な,評論
英検1級,impetus,推進力,評論
英検1級,implication,含意,評論
英検1級,incentive,誘因,経済
英検1級,incumbent,現職の,政治
英検1級,indigenous,先住の,社会
英検1級,induce,引き起こす,一級頻出語
英検1級,inequality,不平等,社会
英検1級,inevitable,避けられない,評論
英検1級,inference,推論,学術
英検1級,infrastructure,基盤設備,社会
英検1級,inhibit,妨げる,学術
英検1級,insidious,潜行性の,評論
英検1級,institutional,制度上の,社会
英検1級,integrity,誠実さ,倫理
英検1級,intervention,介入,政策
英検1級,intimidation,威嚇,政治
英検1級,intrinsic,本質的な,評論
英検1級,jeopardize,危険にさらす,一級頻出語
英検1級,jurisdiction,管轄権,法律
英検1級,legitimacy,正当性,政治
英検1級,liability,責任,法律
英検1級,lucrative,利益の多い,経済
英検1級,mandate,権限,政治
英検1級,manifestation,現れ,評論
英検1級,marginal,わずかな,経済
英検1級,marginalization,周縁化,社会
英検1級,mechanism,仕組み,学術
英検1級,mediation,仲裁,法律
英検1級,meritocracy,能力主義,社会
英検1級,mitigate,和らげる,一級頻出語
英検1級,mitigation,緩和,環境
英検1級,momentum,勢い,時事
英検1級,monopoly,独占,経済
英検1級,multilateral,多国間の,国際
英検1級,negligence,過失,法律
英検1級,negotiation,交渉,政治
英検1級,notion,概念,評論
英検1級,obligation,義務,法律
英検1級,obsolete,時代遅れの,技術
英検1級,obstruct,妨害する,一級頻出語
英検1級,oppression,抑圧,政治
英検1級,paradigm,枠組み,学術
英検1級,paradox,逆説,評論
英検1級,partisan,党派的な,政治
英検1級,perplex,困惑させる,一級頻出語
英検1級,pervasive,広く行き渡った,評論
英検1級,plausible,もっともらしい,評論
英検1級,pluralism,多元主義,政治
英検1級,polarization,二極化,政治
英検1級,pragmatic,実用的な,評論
英検1級,precarious,不安定な,社会
英検1級,precedent,前例,法律
英検1級,predisposition,傾向,心理
英検1級,proliferate,急増する,一級頻出語
英検1級,proliferation,拡散,国際
英検1級,proponent,支持者,政治
英検1級,proprietary,所有権のある,法律
英検1級,prosperity,繁栄,経済
英検1級,provision,条項,法律
英検1級,publicity,世間の注目,社会
英検1級,quell,鎮める,一級頻出語
英検1級,ramification,波及効果,評論
英検1級,rationale,根拠,評論
英検1級,reconciliation,和解,政治
英検1級,redundant,余分な,評論
英検1級,refugee,難民,国際
英検1級,regime,体制,政治
英検1級,regulation,規制,法律
英検1級,reinforce,強化する,評論
英検1級,reluctance,気乗りしなさ,心理
英検1級,remedy,救済策,法律
英検1級,renounce,放棄する,一級頻出語
英検1級,repercussion,反響,時事
英検1級,resentment,憤り,心理
英検1級,resilience,回復力,社会
英検1級,retaliation,報復,国際
英検1級,revoke,取り消す,一級頻出語
英検1級,rhetoric,修辞,評論
英検1級,sanction,制裁,政治
英検1級,scarcity,不足,経済
英検1級,scrutinize,精査する,一級頻出語
英検1級,scrutiny,精査,政治
英検1級,segregation,分離,社会
英検1級,skepticism,懐疑,評論
英検1級,solidarity,連帯,社会
英検1級,sovereignty,主権,政治
英検1級,stability,安定,政治
英検1級,stagnation,停滞,経済
英検1級,stereotype,固定観念,社会
英検1級,subordinate,従属的な,社会
英検1級,subsidy,補助金,経済
英検1級,substantiate,実証する,一級頻出語
英検1級,superficial,表面的な,評論
英検1級,suppression,抑圧,政治
英検1級,surpass,上回る,一級頻出語
英検1級,sustainability,持続可能性,環境
英検1級,tangible,明白な,評論
英検1級,taxation,課税,経済
英検1級,tenure,在任期間,政治
英検1級,threshold,基準値,学術
英検1級,thwart,妨げる,一級頻出語
英検1級,transition,移行,社会
英検1級,transparency,透明性,政治
英検1級,ubiquitous,遍在する,一級頻出語
英検1級,undermine,弱体化させる,評論
英検1級,unprecedented,前例のない,時事
英検1級,validity,妥当性,学術
英検1級,vested,既得の,政治
英検1級,viability,実行可能性,政策
英検1級,vindicate,正当性を証明する,一級頻出語
英検1級,volatile,不安定な,経済
英検1級,vulnerability,脆弱性,社会
英検1級,withhold,差し控える,法律
